id,round,sample_type,period_or_case,why_sampled,ai_label,confidence,false_positive,needs_review,notes,year,quarter,company,ticker,date,section,speaker,terms,matched_text,concept_group,priority,sentence,prev_sentence,next_sentence,context_window,candidate_id,document_id,event_id,sentence_id,source_csv,xml_path,term_count,match_count
R01-0915,round01,random,2001-2015,period-stratified random draw from full Stage 05 candidate pool,,,,,,2012,1,Stryker Corp,SYK,2012-02-16,qa,"Curt Hartman, Stryker Corporation - Interim CEO, VP &amp; CFO",robotics,robotics,automation_robotics,medium,So I think there is still room to grow when it comes to what I would call medical robotics in orthopedics.,"And we certainly -- within our company, when you look at our MedSurg technology platforms, when you look at our knowledge in orthopedics, we have the wherewithal to continue advanced technology solutions to continue to move it forward.","And just maybe quickly, can you expand on that?","And we certainly -- within our company, when you look at our MedSurg technology platforms, when you look at our knowledge in orthopedics, we have the wherewithal to continue advanced technology solutions to continue to move it forward. [SEP] So I think there is still room to grow when it comes to what I would call medical robotics in orthopedics. [SEP] And just maybe quickly, can you expand on that?",4725283__4725283_qa_00086,4725283,4725283,4725283_qa_00086,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2012\transcript_sentences.csv,Data_Conference call transcripts\2012\4725283_T.xml,1,1
R01-0916,round01,likely_ai,2023-2024,strong AI term matched; enrich likely positive examples,,,,,,2023,3,Tata Consultancy Services Ltd,TCS.NS,2023-07-12,presentation,"K. Krithivasan, Tata Consultancy Services Limited - MD, CEO &amp; Director",gen ai,Gen AI,ai_activity;ai_methods;ai_technology;ai_workforce;automation_robotics;core_ai;gen_ai,medium,"Our experience in building several Gen AI powered use cases as shown that full potential of Gen AI is better realized through an enterprise-wide initiative rather than isolated use cases, requiring deep partnership between business, legal, risk and compliance and as well as data and technology teams.","We are currently engaged in over 50 proof of concepts and pilots on Gen AI, and we have more than 100 opportunities in the pipeline.","So we are starting to engage with many of our customers in helping them: one, define their Gen AI transformation strategy; two, to define appropriate data strategy and platforms; three, to define and enforce the guardrails to leverage and implement Gen AI; and four, become effective in driving DevSecOps cycles for purpose of the Gen AI agent.","We are currently engaged in over 50 proof of concepts and pilots on Gen AI, and we have more than 100 opportunities in the pipeline. [SEP] Our experience in building several Gen AI powered use cases as shown that full potential of Gen AI is better realized through an enterprise-wide initiative rather than isolated use cases, requiring deep partnership between business, legal, risk and compliance and as well as data and technology teams. [SEP] So we are starting to engage with many of our customers in helping them: one, define their Gen AI transformation strategy; two, to define appropriate data strategy and platforms; three, to define and enforce the guardrails to leverage and implement Gen AI; and four, become effective in driving DevSecOps cycles for purpose of the Gen AI agent.",15651034__15651034_presentation_00046,15651034,15651034,15651034_presentation_00046,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15651034_T.xml,1,2
R01-0917,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2021,3,HealthStream Inc,HSTM.OQ,2021-07-27,presentation,"Robert A. Frist, HealthStream, Inc. - Chairman, Co-Founder &amp; CEO",natural language processing;ai-driven,natural language processing;AI-driven,ai_methods;ai_activity;ai_methods;ai_technology;core_ai;gen_ai,high;medium,Jane is an AI-driven clinical development solution that uses natural language processing powered by IBM Watson.,It was the first of a kind -- first of its kind in the market.,"And that's a mouthful, but basically, it is a cutting-edge solution for helping assess the competency profile of staff and give them individualized intelligent plans on how to improve, not only their knowledge of their work, but their critical thinking ability.","It was the first of a kind -- first of its kind in the market. [SEP] Jane is an AI-driven clinical development solution that uses natural language processing powered by IBM Watson. [SEP] And that's a mouthful, but basically, it is a cutting-edge solution for helping assess the competency profile of staff and give them individualized intelligent plans on how to improve, not only their knowledge of their work, but their critical thinking ability.",14927495__14927495_presentation_00080,14927495,14927495,14927495_presentation_00080,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\14927495_T.xml,2,2
R01-0918,round01,likely_ai,2001-2015,strong AI term matched; enrich likely positive examples,,,,,,2015,4,Salesforce.Com Inc,CRM,2015-11-18,qa,"Mark Murphy, JPMorgan - Analyst",machine learning,machine learning,core_ai,high,"Or are you thinking of very broadly pushing into machine learning, predictive behavioral, unstructured data, massive data volumes for Internet of Things, and really becoming a hub for essentially any kind of data?","In other words, do you think you would have more of a focus on analytics to support sales, service and marketing?","Here's how I look at, which is Anil is a very close friend of mine and I just got a text from him while we were on the call here.","In other words, do you think you would have more of a focus on analytics to support sales, service and marketing? [SEP] Or are you thinking of very broadly pushing into machine learning, predictive behavioral, unstructured data, massive data volumes for Internet of Things, and really becoming a hub for essentially any kind of data? [SEP] Here's how I look at, which is Anil is a very close friend of mine and I just got a text from him while we were on the call here.",5847989__5847989_qa_00488,5847989,5847989,5847989_qa_00488,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2015\transcript_sentences.csv,Data_Conference call transcripts\2015\5847989_T.xml,1,1
R01-0919,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2022,1,Novo Nordisk A/S,NOVOb.CO,2022-03-03,qa,"Marcus Schindler, Novo Nordisk A/S - EVP, Head of Research &amp; Early Development, Chief Scientific Officer &amp; Member of the Management Board",machine learning,machine learning,core_ai,high,"And then you overlay machine learning, you overlay data analytics to this.",Because you need to couple it with biological questions and a deep biological understanding.,So I think both of them need to come together.,"Because you need to couple it with biological questions and a deep biological understanding. [SEP] And then you overlay machine learning, you overlay data analytics to this. [SEP] So I think both of them need to come together.",15028111__15028111_qa_02722,15028111,15028111,15028111_qa_02722,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15028111_T.xml,1,1
R01-0920,round01,hard_case,standalone_ai,"standalone ""AI"" without stronger AI phrase; likely ambiguous/noisy",,,,,,2023,2,Thinkific Labs Inc,THNC.TO,2023-05-04,presentation,"Greg Smith, Thinkific Labs Inc. - CEO &amp; Co-founder",AI,AI,core_ai,medium,"Looking forward to what is next, I wanted to touch on an area that holds great interest for almost everyone these days, AI.",And we look forward to sharing with you some of the innovative ways our creator educators adapt their mobile offering to reflect the mobile environment.,"AI, artificial intelligence, or machine learning, represents immediate and exceptional value to creators and the entire creator economy, and Thinkific is committed to using this tool to unlock value for creator educators.","And we look forward to sharing with you some of the innovative ways our creator educators adapt their mobile offering to reflect the mobile environment. [SEP] Looking forward to what is next, I wanted to touch on an area that holds great interest for almost everyone these days, AI. [SEP] AI, artificial intelligence, or machine learning, represents immediate and exceptional value to creators and the entire creator economy, and Thinkific is committed to using this tool to unlock value for creator educators.",15533318__15533318_presentation_00077,15533318,15533318,15533318_presentation_00077,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15533318_T.xml,1,1
R01-0921,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2021,1,Appen Ltd,APX.AX,2021-02-24,presentation,"Mark Ronald Gerard Brayan, Appen Limited - MD, CEO &amp; Executive Director",AI,AI,core_ai,medium,Our annotation platform is also benefiting from AI.,"The resulting efficiencies improve our productivity and will, over time, improve margins.","We have AI-assisted annotation or prelabeling for multiple data modalities such as text, speech, image, video and LiDAR, and they increase the speed of annotation by up to 6x.","The resulting efficiencies improve our productivity and will, over time, improve margins. [SEP] Our annotation platform is also benefiting from AI. [SEP] We have AI-assisted annotation or prelabeling for multiple data modalities such as text, speech, image, video and LiDAR, and they increase the speed of annotation by up to 6x.",13573745__13573745_presentation_00114,13573745,13573745,13573745_presentation_00114,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\13573745_T.xml,1,1
R01-0922,round01,likely_ai,2016-2020,strong AI term matched; enrich likely positive examples,,,,,,2017,1,Anadarko Petroleum Corp,APC,2017-03-08,qa,"Al Walker, Anadarko Petroleum Corporation - Chairman, President &amp; CEO",augmented intelligence;machine learning,augmented intelligence;machine learning,automation_robotics;core_ai,medium;high,I think over time and hope potentially through machine learning that we're going to have the ability to do things through augmented intelligence that we would probably not have been able to do on our own.,Because often times that individual is collecting the data correctly and being sure that the data is being a high degree of confidence is being applied to its collection.,I have a lot of hope and expectation just simply because of the way in which I've seen machine learning being applied to other industries and how successful they've been in terms of creating next generation capabilities.,Because often times that individual is collecting the data correctly and being sure that the data is being a high degree of confidence is being applied to its collection. [SEP] I think over time and hope potentially through machine learning that we're going to have the ability to do things through augmented intelligence that we would probably not have been able to do on our own. [SEP] I have a lot of hope and expectation just simply because of the way in which I've seen machine learning being applied to other industries and how successful they've been in terms of creating next generation capabilities.,7466517__7466517_qa_00399,7466517,7466517,7466517_qa_00399,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2017\transcript_sentences.csv,Data_Conference call transcripts\2017\7466517_T.xml,2,2
R01-0923,round01,random,2016-2020,period-stratified random draw from full Stage 05 candidate pool,,,,,,2017,2,TietoEVRY Corp,TIE1V.HE,2017-04-27,presentation,"Kimmo Alkio, Tieto Oyj - CEO and President",artificial intelligence,artificial intelligence,core_ai,high,"We have a number of high growth bets, which I'll open up on the page, and we have our new initiative around data-driven businesses really stepping into the domain of artificial intelligence and data lakes and the likes.","The areas where we invest into practically 2/3 of the investments go into our software businesses, which we call industry solutions.","The other area which has -- we report under business consulting and implementation has to do with customer experience management, one of our growth initiatives over the past 2 years, and you might recall during 2015 and '16 within the same domain we also had our industrial Internet investments in which we now have, as communicated a quarter ago, actually put into three distinctive units.","The areas where we invest into practically 2/3 of the investments go into our software businesses, which we call industry solutions. [SEP] We have a number of high growth bets, which I'll open up on the page, and we have our new initiative around data-driven businesses really stepping into the domain of artificial intelligence and data lakes and the likes. [SEP] The other area which has -- we report under business consulting and implementation has to do with customer experience management, one of our growth initiatives over the past 2 years, and you might recall during 2015 and '16 within the same domain we also had our industrial Internet investments in which we now have, as communicated a quarter ago, actually put into three distinctive units.",10099913__10099913_presentation_00036,10099913,10099913,10099913_presentation_00036,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2017\transcript_sentences.csv,Data_Conference call transcripts\2017\10099913_T.xml,1,1
R01-0924,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2022,4,Lemonade Inc,LMND.N,2022-11-15,presentation,"Daniel Asher Schreiber, Lemonade, Inc. - Co-Founder, Chairman &amp; Co-CEO",AI,AI,core_ai,medium,"And one of the points I really want to drive home now is if we stay on AI Maya here for a minute, if I can find her dot there.","So we've got rid of all the data and just shown you the structures, so that it doesn't get overwhelming.",So you can see she relies in real time.,"So we've got rid of all the data and just shown you the structures, so that it doesn't get overwhelming. [SEP] And one of the points I really want to drive home now is if we stay on AI Maya here for a minute, if I can find her dot there. [SEP] So you can see she relies in real time.",15343991__15343991_presentation_00151,15343991,15343991,15343991_presentation_00151,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15343991_T.xml,1,1
R01-0925,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2021,3,Heska Corp,HSKA.OQ,2021-08-03,presentation,"Kevin S. Wilson, Heska Corporation - CEO, President &amp; Director",artificial intelligence,artificial intelligence,core_ai,high,"Our most highly anticipated project launch for 2021 is for Element AIM, our transformative artificial intelligence microscopy platform aimed at revolutionizing urine and fecal testing at the Point of Care.",I encourage investors to review our latest Investor Presentation for more information.,Element AIM continues to make solid progress for manufacturing at scale and for installation of general release to our anxiously awaiting subscribers on schedule in the fourth quarter.,"I encourage investors to review our latest Investor Presentation for more information. [SEP] Our most highly anticipated project launch for 2021 is for Element AIM, our transformative artificial intelligence microscopy platform aimed at revolutionizing urine and fecal testing at the Point of Care. [SEP] Element AIM continues to make solid progress for manufacturing at scale and for installation of general release to our anxiously awaiting subscribers on schedule in the fourth quarter.",14922946__14922946_presentation_00044,14922946,14922946,14922946_presentation_00044,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\14922946_T.xml,1,1
R01-0926,round01,likely_ai,2023-2024,strong AI term matched; enrich likely positive examples,,,,,,2023,2,Canadian Pacific Kansas City Ltd,CP.TO,2023-06-28,qa,"Ashley A. Thorne, Kansas City Southern - VP of IR",artificial intelligence,artificial intelligence,core_ai,high,"So speaking of leading-edge technology, can you tell us about what we're doing in the artificial intelligence space?",Great.,"Yes, everybody wants to know about artificial intelligence over the last 3 months.","Great. [SEP] So speaking of leading-edge technology, can you tell us about what we're doing in the artificial intelligence space? [SEP] Yes, everybody wants to know about artificial intelligence over the last 3 months.",15629355__15629355_qa_01833,15629355,15629355,15629355_qa_01833,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15629355_T.xml,1,1
R01-0927,round01,likely_ai,2016-2020,strong AI term matched; enrich likely positive examples,,,,,,2017,4,Synaptics Inc,SYNA,2017-12-12,qa,"Patrick Worfolk, Synaptics Incorporated - CTO &amp; Senior VP of Corporate Research",natural language processing,natural language processing,ai_methods,high,The fourth technology is natural language processing.,And this -- and the leading products and the most powerful products are done in the cloud today.,So that is going from the text to the meaning.,And this -- and the leading products and the most powerful products are done in the cloud today. [SEP] The fourth technology is natural language processing. [SEP] So that is going from the text to the meaning.,11131625__11131625_qa_00973,11131625,11131625,11131625_qa_00973,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2017\transcript_sentences.csv,Data_Conference call transcripts\2017\11131625_T.xml,1,1
R01-0928,round01,likely_ai,2001-2015,strong AI term matched; enrich likely positive examples,,,,,,2015,1,Microsoft Corp,MSFT,2015-01-26,presentation,"Satya Nadella, Microsoft Corp - CEO",machine learning-driven;machine learning,machine learning-driven;machine learning,ai_activity;ai_technology;core_ai;core_ai,medium;high,The common theme across all these acquisitions is advanced data analytics and machine learning-driven capabilities that improve with more customer adoption and usage of the cloud.,"We also welcomed Acompli, a provider of innovative mobile e-mail applications for iOS and Android.",We are also making progress in our consumer cloud services.,"We also welcomed Acompli, a provider of innovative mobile e-mail applications for iOS and Android. [SEP] The common theme across all these acquisitions is advanced data analytics and machine learning-driven capabilities that improve with more customer adoption and usage of the cloud. [SEP] We are also making progress in our consumer cloud services.",5565226__5565226_presentation_00052,5565226,5565226,5565226_presentation_00052,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2015\transcript_sentences.csv,Data_Conference call transcripts\2015\5565226_T.xml,2,2
R01-0929,round01,random,2001-2015,period-stratified random draw from full Stage 05 candidate pool,,,,,,2013,3,ABB Ltd,ABBN.VX,2013-07-25,qa,"Joe Hogan, ABB Ltd - CEO",robotics,robotics,automation_robotics,medium,"Will, there's a lot of different businesses there, you have motors, you have robotics and different -- Brazil, South America, has not been strong for us and that's been a big part of what we see.",Is that all South America or is there some trend picking up in North America as well?,"In the United States we've had some issues, particularly around some segments in the market place, industrial segments, that haven't been strong quarter to quarter.","Is that all South America or is there some trend picking up in North America as well? [SEP] Will, there's a lot of different businesses there, you have motors, you have robotics and different -- Brazil, South America, has not been strong for us and that's been a big part of what we see. [SEP] In the United States we've had some issues, particularly around some segments in the market place, industrial segments, that haven't been strong quarter to quarter.",5124841__5124841_qa_00474,5124841,5124841,5124841_qa_00474,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2013\transcript_sentences.csv,Data_Conference call transcripts\2013\5124841_T.xml,1,1
R01-0930,round01,likely_ai,2023-2024,strong AI term matched; enrich likely positive examples,,,,,,2023,2,AudioCodes Ltd,AUDC.OQ,2023-06-01,presentation,John Corbett,large language models;ChatGPT,large language models;ChatGPT,gen_ai,high,So there's a couple of things you kind of need to consider when you're talking about these large language models like ChatGPT.,"And certainly, we are seeing these large language models like ChatGPT now being embedded into analytics environment to provide additional analytics and data insights based on what's there.","Without a doubt, when they are used in an objective environment, so for summarizing meetings, providing the meeting summary, providing bullet points and actions assigned in that meeting, they are an incredibly powerful tool.","And certainly, we are seeing these large language models like ChatGPT now being embedded into analytics environment to provide additional analytics and data insights based on what's there. [SEP] So there's a couple of things you kind of need to consider when you're talking about these large language models like ChatGPT. [SEP] Without a doubt, when they are used in an objective environment, so for summarizing meetings, providing the meeting summary, providing bullet points and actions assigned in that meeting, they are an incredibly powerful tool.",15622750__15622750_presentation_00163,15622750,15622750,15622750_presentation_00163,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15622750_T.xml,2,2
R01-0931,round01,likely_ai,2016-2020,strong AI term matched; enrich likely positive examples,,,,,,2016,2,Nasdaq Inc,NDAQ,2016-06-09,presentation,"Bob Greifeld, The Nasdaq OMX Group, Inc. - CEO",machine learning,machine learning,core_ai,high,The second stage is machine learning can get you to the point where the pattern should learn additional patterns.,That's the first thing that we can do with machine learning.,So you've got to marry that learning capability with the Big Data we've built up through the years.,That's the first thing that we can do with machine learning. [SEP] The second stage is machine learning can get you to the point where the pattern should learn additional patterns. [SEP] So you've got to marry that learning capability with the Big Data we've built up through the years.,6037953__6037953_presentation_00183,6037953,6037953,6037953_presentation_00183,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2016\transcript_sentences.csv,Data_Conference call transcripts\2016\6037953_T.xml,1,1
R01-0932,round01,likely_ai,2016-2020,strong AI term matched; enrich likely positive examples,,,,,,2018,1,Hortonworks Inc,HDP,2018-02-08,qa,"Scott Gnau, Hortonworks, Inc. - CTO",machine learning,machine learning,core_ai,high,"When you think about the mega cloud vendors and the value that they bring in the platform and software offers, it creates more data and enables more experimentation and learning, especially in an AI machine learning kind of world.","The way I look at it really is, as much an opportunity as anything.","But in the end, the world is really hybrid, right?","The way I look at it really is, as much an opportunity as anything. [SEP] When you think about the mega cloud vendors and the value that they bring in the platform and software offers, it creates more data and enables more experimentation and learning, especially in an AI machine learning kind of world. [SEP] But in the end, the world is really hybrid, right?",11217060__11217060_qa_00266,11217060,11217060,11217060_qa_00266,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2018\transcript_sentences.csv,Data_Conference call transcripts\2018\11217060_T.xml,1,1
R01-0933,round01,likely_ai,2001-2015,strong AI term matched; enrich likely positive examples,,,,,,2015,1,Qualcomm Inc,QCOM,2015-03-09,presentation,"Steve Mollenkopf, Qualcomm, Inc. - CEO",computer vision,computer vision,ai_methods,high,"So, we're working on things like computer vision.","And the third and last one is -- if we have all this capability, what can we do with it?",We're working things like augmented reality and the capability for the device to not only run programs but to think more like a human.,"And the third and last one is -- if we have all this capability, what can we do with it? [SEP] So, we're working on things like computer vision. [SEP] We're working things like augmented reality and the capability for the device to not only run programs but to think more like a human.",5607131__5607131_presentation_00273,5607131,5607131,5607131_presentation_00273,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2015\transcript_sentences.csv,Data_Conference call transcripts\2015\5607131_T.xml,1,1
R01-0934,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2021,1,Intuitive Surgical Inc,ISRG.OQ,2021-01-21,presentation,"Gary S. Guthart, Intuitive Surgical, Inc. - President, CEO &amp; Director",robotics,robotics,automation_robotics,medium,"Despite pressure on utilization of our systems due to COVID, our hospital customers continue to invest in building their Intuitive's robotics programs with additional systems, evidenced by a 7% increase in the clinical installed base in 2020.","We believe that the Intuitive ecosystem enabled increased access to and practice of high-quality minimally invasive surgery, which may have helped hospitals conserve valuable intensive care resources during the pandemic.","We saw committed customers strengthening their programs, likely due to their analysis of how well the Intuitive ecosystem satisfied their quadruple aim objectives, better outcomes, better care team experiences, better patient experiences and lower total cost to treat per patient episode.","We believe that the Intuitive ecosystem enabled increased access to and practice of high-quality minimally invasive surgery, which may have helped hospitals conserve valuable intensive care resources during the pandemic. [SEP] Despite pressure on utilization of our systems due to COVID, our hospital customers continue to invest in building their Intuitive's robotics programs with additional systems, evidenced by a 7% increase in the clinical installed base in 2020. [SEP] We saw committed customers strengthening their programs, likely due to their analysis of how well the Intuitive ecosystem satisfied their quadruple aim objectives, better outcomes, better care team experiences, better patient experiences and lower total cost to treat per patient episode.",13537704__13537704_presentation_00030,13537704,13537704,13537704_presentation_00030,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\13537704_T.xml,1,1
R01-0935,round01,random,2016-2020,period-stratified random draw from full Stage 05 candidate pool,,,,,,2018,1,Samsung Electronics Co Ltd,005930.KS,2018-01-31,qa,Unidentified Company Representative,on-device ai,on-device AI,ai_technology,medium,"Also, especially the high-performance mobile games that are becoming more popular will also require more content as well as on-device AI.","But as more and more mobile phones adopt dual cameras and full screens, this would require more content.","These will all increase the content on mobile phones, which will keep demand from mobile applications strong as well.","But as more and more mobile phones adopt dual cameras and full screens, this would require more content. [SEP] Also, especially the high-performance mobile games that are becoming more popular will also require more content as well as on-device AI. [SEP] These will all increase the content on mobile phones, which will keep demand from mobile applications strong as well.",11190756__11190756_qa_00275,11190756,11190756,11190756_qa_00275,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2018\transcript_sentences.csv,Data_Conference call transcripts\2018\11190756_T.xml,1,1
R01-0936,round01,hard_case,standalone_ai,"standalone ""AI"" without stronger AI phrase; likely ambiguous/noisy",,,,,,2023,4,Hut 8 Mining Corp,,2023-12-04,presentation,"Asher Genoot, Hut 8 Mining Corp - President",AI,AI,core_ai,medium,"Now I will ask my business partner and how to its new Chief Strategy Officer, Mike Ho speak on opportunities and AI Catcher, and hello, everyone.",This action includes pursuing our previously announced stalking horse bid for four energy assets in Ontario totaling 310 megawatts.,I'm thrilled to be here with all of you on what is the most significant day in our company's journey so far.,"This action includes pursuing our previously announced stalking horse bid for four energy assets in Ontario totaling 310 megawatts. [SEP] Now I will ask my business partner and how to its new Chief Strategy Officer, Mike Ho speak on opportunities and AI Catcher, and hello, everyone. [SEP] I'm thrilled to be here with all of you on what is the most significant day in our company's journey so far.",15829128__15829128_presentation_00043,15829128,15829128,15829128_presentation_00043,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15829128_T.xml,1,1
R01-0937,round01,random,2016-2020,period-stratified random draw from full Stage 05 candidate pool,,,,,,2018,3,Skyworks Solutions Inc,SWKS,2018-07-19,presentation,"Liam K. Griffin, Skyworks Solutions, Inc. - CEO, President &amp; Director",artificial intelligence,artificial intelligence,core_ai,high,The dramatically higher speeds and lower latency enabled by 5G will catalyze a wide range of usage cases from the connected factory to the autonomous car to artificial intelligence.,"And at the same time, 5G is upon us.","In order to make the leap to 5G, system architectures require significantly more powerful connectivity engines to ensure performance hurdles are overcome.","And at the same time, 5G is upon us. [SEP] The dramatically higher speeds and lower latency enabled by 5G will catalyze a wide range of usage cases from the connected factory to the autonomous car to artificial intelligence. [SEP] In order to make the leap to 5G, system architectures require significantly more powerful connectivity engines to ensure performance hurdles are overcome.",11639027__11639027_presentation_00029,11639027,11639027,11639027_presentation_00029,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2018\transcript_sentences.csv,Data_Conference call transcripts\2018\11639027_T.xml,1,1
R01-0938,round01,hard_case,standalone_ai,"standalone ""AI"" without stronger AI phrase; likely ambiguous/noisy",,,,,,2022,2,NVIDIA Corp,NVDA.OQ,2022-05-25,qa,"Jen-Hsun Huang, NVIDIA Corporation - Co-Founder, CEO, President &amp; Director",nvidia ai,NVIDIA AI,ai_activity;ai_technology;gen_ai,medium,"I think we have now 10,000 AI inception startups that are working with us and using NVIDIA AI.",And so it's driving a lot of demand for us in the public cloud.,"Whether it's on-prem or in the cloud, it saves money because the computation time is significantly reduced.","And so it's driving a lot of demand for us in the public cloud. [SEP] I think we have now 10,000 AI inception startups that are working with us and using NVIDIA AI. [SEP] Whether it's on-prem or in the cloud, it saves money because the computation time is significantly reduced.",15129863__15129863_qa_00314,15129863,15129863,15129863_qa_00314,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15129863_T.xml,1,1
R01-0939,round01,hard_case,weak_or_noisy_terms,weak or generic technology term; likely hard negative,,,,,,2020,4,Cargotec Corp,CGCBV.HE,2020-10-22,presentation,"Mika Vehviläinen, Cargotec Corporation - CEO &amp; President",robotics,robotics,automation_robotics,medium,"And our R&amp;D expenses are up again year-on-year in driving our eco-efficient product portfolio, electrification, robotics and automation.","Despite the many savings we have done to ensure our profitability, it's good to note that we have continued to invest into our R&amp;D.","It's also good to note that despite the decline in many of our product areas, our eco-efficient product portfolio has actually grown more than 8% this year.","Despite the many savings we have done to ensure our profitability, it's good to note that we have continued to invest into our R&amp;D. [SEP] And our R&amp;D expenses are up again year-on-year in driving our eco-efficient product portfolio, electrification, robotics and automation. [SEP] It's also good to note that despite the decline in many of our product areas, our eco-efficient product portfolio has actually grown more than 8% this year.",13119430__13119430_presentation_00029,13119430,13119430,13119430_presentation_00029,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2020\transcript_sentences.csv,Data_Conference call transcripts\2020\13119430_T.xml,1,1
R01-0940,round01,random,2001-2015,period-stratified random draw from full Stage 05 candidate pool,,,,,,2008,3,Gen-Probe Inc,GPRO.O^H12,2008-07-31,qa,"Hank Nordhoff, Gen-Probe - Chairman, President, CEO",cuda,CUDA,core_ai,medium,"With CUDA developments, we're continuing to just make progress there, but it's nowhere near at the same scale as the PANTHER investment.","So, we feel pretty good about how it's going.","Okay, thank you very much.","So, we feel pretty good about how it's going. [SEP] With CUDA developments, we're continuing to just make progress there, but it's nowhere near at the same scale as the PANTHER investment. [SEP] Okay, thank you very much.",1898268__1898268_qa_00443,1898268,1898268,1898268_qa_00443,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2008\transcript_sentences.csv,Data_Conference call transcripts\2008\1898268_T.xml,1,1
R01-0941,round01,random,2001-2015,period-stratified random draw from full Stage 05 candidate pool,,,,,,2014,1,Campbell Soup Co,CPB,2014-02-19,presentation,"Anthony DiSilvestro, Campbell Soup Company - SVP Finance",robotics,robotics,automation_robotics,medium,"We expect increased productivity gains, including the benefits of the recently completed robotics installation at one of our biscuit plants in Australia.","On the top line, we expect to benefit from stronger promotional programs across a number of businesses and the launch of new items, including eight new soup varieties in the US.","We will benefit from actions we have taken to reduce overhead costs, including our first-quarter restructuring program.","On the top line, we expect to benefit from stronger promotional programs across a number of businesses and the launch of new items, including eight new soup varieties in the US. [SEP] We expect increased productivity gains, including the benefits of the recently completed robotics installation at one of our biscuit plants in Australia. [SEP] We will benefit from actions we have taken to reduce overhead costs, including our first-quarter restructuring program.",5269296__5269296_presentation_00263,5269296,5269296,5269296_presentation_00263,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2014\transcript_sentences.csv,Data_Conference call transcripts\2014\5269296_T.xml,1,1
