"candidate_term","candidate_token","neighbor_count","seed_count","seed_terms","concept_groups","query_statuses","best_rank","max_similarity","mean_similarity","review_decision","include_v2","review_notes","review_priority","suggested_review_group","auto_screen_confidence","auto_screen_reason"
"carecloud conductor","carecloud_conductor","12","1","AI integration","ai_activity","exact_key","41","0.646899","0.646899","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"well-formatted","well-formatted","5","1","AI analyst","ai_applications","exact_key","38","0.646257","0.646257","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"tensorflow lite","tensorflow_lite","18","1","AI application","ai_technology","exact_key","38","0.646007","0.646007","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"claim-specific","claim-specific","9","1","AI analyst","ai_applications","exact_key","39","0.645354","0.645354","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"sightlife","sightlife","5","1","AI analyst","ai_applications","exact_key","40","0.645275","0.645275","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"text-to-video","text-to-video","7","1","reinforcement learning","ai_methods","exact_key","46","0.645266","0.645266","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"senspro","senspro","5","1","AI application","ai_technology","exact_key","39","0.645060","0.645060","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"image-based","image-based","242","1","image recognition","ai_methods","exact_key","39","0.645022","0.645022","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"orbix","orbix","5","1","AI analyst","ai_applications","exact_key","41","0.644884","0.644884","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"merivis","merivis","5","1","AI analyst","ai_applications","exact_key","42","0.644829","0.644829","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"co-pilots","co-pilots","54","1","Generative AI tools","gen_ai","exact_key","48","0.644808","0.644808","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"metadata","metadata","3588","1","image recognition","ai_methods","exact_key","40","0.644137","0.644137","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cspm ciem","cspm_ciem","13","1","AI analyst","ai_applications","exact_key","43","0.643948","0.643948","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"dspm","dspm","11","1","AI analyst","ai_applications","exact_key","44","0.643939","0.643939","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"headset-based","headset-based","5","1","AI integration","ai_activity","exact_key","44","0.643746","0.643746","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"human-computer interaction","human-computer_interaction","23","1","image recognition","ai_methods","exact_key","43","0.643481","0.643481","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"reconciler","reconciler","11","1","AI analyst","ai_applications","exact_key","45","0.643327","0.643327","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"stockfish","stockfish","5","1","AI analyst","ai_applications","exact_key","46","0.643085","0.643085","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"object-relational","object-relational","6","1","AI analyst","ai_applications","exact_key","47","0.642921","0.642921","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"avigilon's","avigilon's","9","1","AI integration","ai_activity","exact_key","46","0.642884","0.642884","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"symboling","symboling","6","1","AI analyst","ai_applications","exact_key","48","0.642373","0.642373","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fandangled","fandangled","6","1","AI analyst","ai_applications","exact_key","49","0.642202","0.642202","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"human-like","human-like","174","1","reinforcement learning","ai_methods","exact_key","50","0.642144","0.642144","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"frankensystem","frankensystem","15","1","AI analyst","ai_applications","exact_key","50","0.642089","0.642089","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"pindrop","pindrop","14","1","AI integration","ai_activity","exact_key","48","0.641920","0.641920","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"onnx","onnx","20","1","AI application","ai_technology","exact_key","44","0.641650","0.641650","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"moovit's","moovit's","10","1","AI integration","ai_activity","exact_key","50","0.641185","0.641185","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"photo-editing","photo-editing","7","1","image recognition","ai_methods","exact_key","47","0.640225","0.640225","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"trng","trng","7","1","AI application","ai_technology","exact_key","46","0.638578","0.638578","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"ego-motion","ego-motion","5","1","image recognition","ai_methods","exact_key","50","0.637528","0.637528","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"contentnav","contentnav","13","1","AI tool","ai_technology","exact_key","32","0.637484","0.637484","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"click-to-renew","click-to-renew","9","1","robotic process automation","automation_robotics","exact_key","47","0.637444","0.637444","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"tripgenie","tripgenie","6","1","AI tool","ai_technology","exact_key","33","0.636959","0.636959","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nvidia cuda","nvidia_cuda","18","1","AI application","ai_technology","exact_key","50","0.636138","0.636138","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"blue prism","blue_prism","533","1","robotic process automation","automation_robotics","exact_key","49","0.635528","0.635528","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"qurious","qurious","7","1","AI tool","ai_technology","exact_key","36","0.634938","0.634938","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"journey-centric","journey-centric","12","1","robotic process automation","automation_robotics","exact_key","50","0.634514","0.634514","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"hunyuan","hunyuan","24","1","GPT-4","gen_ai","exact_key","41","0.633283","0.633283","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"tao toolkit","tao_toolkit","14","1","AI tool","ai_technology","exact_key","42","0.628367","0.628367","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"next-best action","next-best_action","54","1","AI tool","ai_technology","exact_key","47","0.626309","0.626309","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"devsecop","devsecop","10","1","AI implementation","ai_activity","exact_key","8","0.619836","0.619836","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mfdm","mfdm","10","1","AI implementation","ai_activity","exact_key","9","0.619521","0.619521","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cobotics","cobotics","20","1","robotics","automation_robotics","exact_key","32","0.617727","0.617727","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"glasses-based","glasses-based","11","1","robotics","automation_robotics","exact_key","33","0.617417","0.617417","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"writepro","writepro","99","1","automated underwriting","ai_applications","exact_key","6","0.612479","0.612479","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"agvs","agvs","204","1","robotics","automation_robotics","exact_key","35","0.612420","0.612420","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"noops","noops","7","1","AI implementation","ai_activity","exact_key","14","0.612158","0.612158","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"deciphers","deciphers","9","1","NLP","ai_methods","exact_key","30","0.611734","0.611734","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"wipro fullstride","wipro_fullstride","13","1","AI implementation","ai_activity","exact_key","16","0.611402","0.611402","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"f2b","f2b","5","1","AI implementation","ai_activity","exact_key","17","0.610690","0.610690","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"computer-assisted surgery","computer-assisted_surgery","69","1","robotics","automation_robotics","exact_key","36","0.610153","0.610153","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"digital-enablement","digital-enablement","5","1","AI implementation","ai_activity","exact_key","18","0.609648","0.609648","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"front2back","front2back","12","1","AI implementation","ai_activity","exact_key","19","0.609600","0.609600","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"co-bot","co-bot","8","1","robotics","automation_robotics","exact_key","38","0.608929","0.608929","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"stealthstation s8","stealthstation_s8","16","1","robotics","automation_robotics","exact_key","39","0.607693","0.607693","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"automation-first","automation-first","9","1","AI implementation","ai_activity","exact_key","23","0.606153","0.606153","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"goods-to-person","goods-to-person","60","1","robotics","automation_robotics","exact_key","41","0.605452","0.605452","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"intuition-based","intuition-based","9","1","AI implementation","ai_activity","exact_key","24","0.605182","0.605182","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"summarization","summarization","370","1","NLP","ai_methods","exact_key","37","0.605179","0.605179","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fullstride cloud","fullstride_cloud","5","1","AI implementation","ai_activity","exact_key","25","0.605098","0.605098","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"workflow-type","workflow-type","11","1","AI implementation","ai_activity","exact_key","27","0.603003","0.603003","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"indusuite","indusuite","10","1","robotics","automation_robotics","exact_key","42","0.602837","0.602837","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cyberphysical","cyberphysical","10","1","robotics","automation_robotics","exact_key","43","0.602123","0.602123","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"experience-as-a-service","experience-as-a-service","6","1","AI implementation","ai_activity","exact_key","28","0.601558","0.601558","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"intraoperative imaging","intraoperative_imaging","54","1","robotics","automation_robotics","exact_key","44","0.601358","0.601358","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cuptimize","cuptimize","6","1","robotics","automation_robotics","exact_key","45","0.601141","0.601141","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"unify360","unify360","8","1","AI implementation","ai_activity","exact_key","29","0.600785","0.600785","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"essentedge","essentedge","70","1","automated underwriting","ai_applications","exact_key","7","0.600570","0.600570","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"software-as-a-product","software-as-a-product","5","1","AI implementation","ai_activity","exact_key","30","0.600530","0.600530","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cardioinsight","cardioinsight","5","1","robotics","automation_robotics","exact_key","46","0.599273","0.599273","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"business-process-as-a-service","business-process-as-a-service","11","1","AI implementation","ai_activity","exact_key","32","0.598147","0.598147","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"human-center","human-center","5","1","AI implementation","ai_activity","exact_key","33","0.596992","0.596992","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"end-of-arm","end-of-arm","8","1","robotics","automation_robotics","exact_key","48","0.596817","0.596817","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"medallia speech","medallia_speech","25","1","NLP","ai_methods","exact_key","47","0.596184","0.596184","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fluidtrend","fluidtrend","5","1","AI implementation","ai_activity","exact_key","34","0.596021","0.596021","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"isaas","isaas","20","1","AI implementation","ai_activity","exact_key","35","0.595579","0.595579","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"serverization","serverization","16","1","AI implementation","ai_activity","exact_key","36","0.595512","0.595512","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"omnisearch","omnisearch","35","1","NLP","ai_methods","exact_key","49","0.595078","0.595078","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"messaging-only","messaging-only","7","1","AI implementation","ai_activity","exact_key","37","0.594262","0.594262","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"biosimulytics","biosimulytics","7","1","AI implementation","ai_activity","exact_key","39","0.592931","0.592931","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"datafication","datafication","35","1","AI adoption","ai_activity","exact_key","10","0.591967","0.591967","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"devops et cetera","devops_et_cetera","13","1","AI implementation","ai_activity","exact_key","42","0.591763","0.591763","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"transformation et cetera","transformation_et_cetera","56","1","AI implementation","ai_activity","exact_key","43","0.591746","0.591746","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bimify","bimify","7","1","AI implementation","ai_activity","exact_key","44","0.591660","0.591660","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"intellicyient","intellicyient","6","1","AI implementation","ai_activity","exact_key","45","0.591435","0.591435","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"multivariate","multivariate","411","1","automated underwriting","ai_applications","exact_key","8","0.591385","0.591385","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"product-enabled","product-enabled","11","1","AI implementation","ai_activity","exact_key","46","0.591312","0.591312","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"public-cloud","public-cloud","16","1","AI adoption","ai_activity","exact_key","11","0.591159","0.591159","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"autoscale","autoscale","6","1","AI implementation","ai_activity","exact_key","47","0.590839","0.590839","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"erp-led","erp-led","13","1","AI implementation","ai_activity","exact_key","48","0.589975","0.589975","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mindware","mindware","5","1","AI implementation","ai_activity","exact_key","49","0.589925","0.589925","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nwdaf","nwdaf","8","1","AI implementation","ai_activity","exact_key","50","0.589246","0.589246","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mqa","mqa","218","1","GPT","gen_ai","exact_key","2","0.588614","0.588614","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"agxpress","agxpress","19","1","automated underwriting","ai_applications","exact_key","10","0.588348","0.588348","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"stockland","stockland","626","1","GPT","gen_ai","exact_key","3","0.583282","0.583282","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"velogica","velogica","25","1","automated underwriting","ai_applications","exact_key","12","0.583052","0.583052","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"jni","jni","38","1","AI adoption","ai_activity","exact_key","23","0.581908","0.581908","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"iof","iof","514","1","GPT","gen_ai","exact_key","4","0.580914","0.580914","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"third-platform","third-platform","19","1","AI adoption","ai_activity","exact_key","25","0.580174","0.580174","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"oran vran","oran_vran","16","1","AI investments","ai_activity","exact_key","7","0.578172","0.578172","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"homequote explorer","homequote_explorer","46","1","automated underwriting","ai_applications","exact_key","14","0.578159","0.578159","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cloud-led","cloud-led","51","1","AI adoption","ai_activity","exact_key","27","0.577818","0.577818","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"straight-through","straight-through","373","1","automated underwriting","ai_applications","exact_key","15","0.576574","0.576574","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"penten","penten","8","1","GPT","gen_ai","exact_key","5","0.575259","0.575259","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"all-wireless workplace","all-wireless_workplace","25","1","AI adoption","ai_activity","exact_key","32","0.573731","0.573731","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"internet-of-things","internet-of-things","109","1","AI adoption","ai_activity","exact_key","34","0.572659","0.572659","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"post-meaningful","post-meaningful","13","1","AI adoption","ai_activity","exact_key","35","0.571999","0.571999","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"awof","awof","18","1","GPT","gen_ai","exact_key","6","0.571952","0.571952","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mirvac","mirvac","1810","1","GPT","gen_ai","exact_key","7","0.571482","0.571482","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"charter hall","charter_hall","1229","1","GPT","gen_ai","exact_key","8","0.570692","0.570692","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"writebiz","writebiz","91","1","automated underwriting","ai_applications","exact_key","16","0.570468","0.570468","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"everything-as-a-service","everything-as-a-service","41","1","AI adoption","ai_activity","exact_key","37","0.569953","0.569953","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
